team1_player1,team1_player2,team1_player3,team1_player4,team1_player5,team1_player6,team1_player7,team1_player8,team1_player9,team1_player10,team1_player11,team2_players1,team2_players2,team2_players3,team2_players4,team2_players5,team2_players6,team2_players7,team2_players8,team2_players9,team2_players10,team2_players11,match_id
V Kohli,S Dhawan,RR Pant,KD Karthik,MS Dhoni,KM Jadhav,RA Jadeja,R Ashwin,Kuldeep Yadav,Mohammed Shami,B Kumar,CH Gayle,E Lewis,MN Samuels,CAK Walton,KA Pollard,R Powell,CR Brathwaite,SP Narine,S Badree,JE Taylor,KOK Williams,1098211
N Dickwella,WU Tharanga,EMDY Munaweera,AD Mathews,SMA Priyanjan,NLTC Perera,MD Shanaka,S Prasanna,I Udana,A Dananjaya,SL Malinga,RG Sharma,KL Rahul,V Kohli,MK Pandey,MS Dhoni,KM Jadhav,AR Patel,Kuldeep Yadav,B Kumar,YS Chahal,JJ Bumrah,1109610
MJ Guptill,C Munro,GD Phillips,TC Bruce,LRPL Taylor,AK Kitchen,MJ Santner,DAJ Bracewell,TG Southee,IS Sodhi,SHA Rance,CAK Walton,CH Gayle,ADS Fletcher,SD Hope,JN Mohammed,R Powell,CR Brathwaite,AR Nurse,KOK Williams,JE Taylor,S Badree,1115798
MJ Guptill,C Munro,TC Bruce,AK Kitchen,KS Williamson,GD Phillips,MJ Santner,DAJ Bracewell,TG Southee,IS Sodhi,TA Boult,CAK Walton,CH Gayle,ADS Fletcher,R Powell,SO Hetmyer,CR Brathwaite,AR Nurse,RR Emrit,JE Taylor,S Badree,SD Hope,1115800
Fakhar Zaman,Umar Amin,Mohammad Nawaz (3),Haris Sohail,Babar Azam,Sarfraz Ahmed,Shadab Khan,Faheem Ashraf,Hasan Ali,Mohammad Amir,Rumman Raees,MJ Guptill,C Munro,GD Phillips,TC Bruce,LRPL Taylor,AK Kitchen,C de Grandhomme,MJ Santner,TG Southee,IS Sodhi,SHA Rance,1115807
Fakhar Zaman,Ahmed Shehzad,Babar Azam,Sarfraz Ahmed,Faheem Ashraf,Hasan Ali,Umar Amin,Haris Sohail,Shadab Khan,Mohammad Amir,Rumman Raees,MJ Guptill,C Munro,KS Williamson,TC Bruce,GD Phillips,C de Grandhomme,MJ Santner,BM Wheeler,IS Sodhi,SHA Rance,TA Boult,1115808
Fakhar Zaman,Ahmed Shehzad,Babar Azam,Sarfraz Ahmed,Haris Sohail,Umar Amin,Faheem Ashraf,Aamer Yamin,Shadab Khan,Mohammad Amir,Rumman Raees,MJ Guptill,KS Williamson,AK Kitchen,TC Bruce,C de Grandhomme,LRPL Taylor,TA Blundell,MJ Santner,TG Southee,IS Sodhi,TA Boult,1115809
Fakhar Zaman,Ahmed Shehzad,Babar Azam,Shoaib Malik,Sarfraz Ahmed,Imad Wasim,Faheem Ashraf,Shadab Khan,Sohail Khan,Hasan Ali,Rumman Raees,Tamim Iqbal,HM Amla,TD Paine,F du Plessis,DA Miller,GD Elliott,NLTC Perera,DJG Sammy,BCJ Cutting,M Morkel,Imran Tahir,1117821
Fakhar Zaman,Ahmed Shehzad,Babar Azam,Shoaib Malik,Imad Wasim,Sarfraz Ahmed,Sohail Khan,Mohammad Nawaz (3),Shadab Khan,Usman Shinwari,Rumman Raees,Tamim Iqbal,HM Amla,TD Paine,F du Plessis,NLTC Perera,DA Miller,PD Collingwood,BCJ Cutting,S Badree,M Morkel,Imran Tahir,1117822
Fakhar Zaman,Ahmed Shehzad,Babar Azam,Shoaib Malik,Imad Wasim,Sarfraz Ahmed,Mohammad Nawaz (3),Shadab Khan,Hasan Ali,Usman Shinwari,Rumman Raees,Tamim Iqbal,HM Amla,BCJ Cutting,F du Plessis,GJ Bailey,DA Miller,NLTC Perera,DJG Sammy,M Morkel,S Badree,Imran Tahir,1117824
DA Warner,AJ Finch,GJ Maxwell,TM Head,MC Henriques,DT Christian,TD Paine,NM Coulter-Nile,AJ Tye,A Zampa,JP Behrendorff,RG Sharma,S Dhawan,V Kohli,MK Pandey,KM Jadhav,MS Dhoni,HH Pandya,B Kumar,YS Chahal,Kuldeep Yadav,JJ Bumrah,1119501
RG Sharma,S Dhawan,V Kohli,MK Pandey,KM Jadhav,MS Dhoni,HH Pandya,B Kumar,Kuldeep Yadav,JJ Bumrah,YS Chahal,AJ Finch,DA Warner,MC Henriques,TM Head,GJ Maxwell,MP Stoinis,TD Paine,NM Coulter-Nile,AJ Tye,A Zampa,JP Behrendorff,1119502
JJ Roy,JC Buttler,EJG Morgan,AD Hales,JE Root,JM Bairstow,MM Ali,DJ Willey,LE Plunkett,CJ Jordan,AU Rashid,DJM Short,AJ Finch,GJ Maxwell,TM Head,AT Carey,MP Stoinis,AC Agar,AJ Tye,KW Richardson,MJ Swepson,B Stanlake,1119542
JJ Roy,JC Buttler,AD Hales,EJG Morgan,JM Bairstow,JE Root,MM Ali,DJ Willey,CJ Jordan,LE Plunkett,AU Rashid,S Dhawan,RG Sharma,KL Rahul,V Kohli,SK Raina,MS Dhoni,HH Pandya,YS Chahal,Kuldeep Yadav,B Kumar,UT Yadav,1119543
RG Sharma,S Dhawan,KL Rahul,V Kohli,SK Raina,MS Dhoni,HH Pandya,YS Chahal,Kuldeep Yadav,B Kumar,UT Yadav,JJ Roy,JC Buttler,JE Root,AD Hales,EJG Morgan,JM Bairstow,DJ Willey,CJ Jordan,LE Plunkett,AU Rashid,JT Ball,1119544
JJ Roy,JC Buttler,AD Hales,EJG Morgan,BA Stokes,JM Bairstow,DJ Willey,CJ Jordan,LE Plunkett,AU Rashid,JT Ball,RG Sharma,S Dhawan,KL Rahul,V Kohli,HH Pandya,SK Raina,MS Dhoni,DL Chahar,UT Yadav,YS Chahal,S Kaul,1119545
RG Sharma,S Dhawan,HH Pandya,V Kohli,MS Dhoni,SS Iyer,AR Patel,B Kumar,A Nehra,YS Chahal,JJ Bumrah,MJ Guptill,C Munro,KS Williamson,TWM Latham,TC Bruce,C de Grandhomme,HM Nicholls,MJ Santner,TG Southee,IS Sodhi,TA Boult,1120093
MJ Guptill,C Munro,KS Williamson,TC Bruce,GD Phillips,C de Grandhomme,HM Nicholls,MJ Santner,TA Boult,AF Milne,IS Sodhi,RG Sharma,S Dhawan,SS Iyer,V Kohli,HH Pandya,MS Dhoni,AR Patel,B Kumar,JJ Bumrah,Mohammed Siraj,YS Chahal,1120094
RG Sharma,S Dhawan,V Kohli,SS Iyer,MK Pandey,HH Pandya,MS Dhoni,B Kumar,JJ Bumrah,Kuldeep Yadav,YS Chahal,MJ Guptill,C Munro,KS Williamson,GD Phillips,C de Grandhomme,HM Nicholls,TC Bruce,MJ Santner,TA Boult,TG Southee,IS Sodhi,1120095
MD Gunathilaka,EMDY Munaweera,S Samarawickrama,SMA Priyanjan,ML Udawatte,SS Pathirana,MD Shanaka,S Prasanna,NLTC Perera,I Udana,JRMVB Sanjaya,Fakhar Zaman,Ahmed Shehzad,Babar Azam,Shoaib Malik,Mohammad Hafeez,Sarfraz Ahmed,Imad Wasim,Faheem Ashraf,Shadab Khan,Hasan Ali,Usman Shinwari,1120291
MD Gunathilaka,EMDY Munaweera,S Samarawickrama,S Prasanna,NLTC Perera,MD Shanaka,I Udana,ML Udawatte,SS Pathirana,SMA Priyanjan,JRMVB Sanjaya,Ahmed Shehzad,Fakhar Zaman,Babar Azam,Shoaib Malik,Mohammad Hafeez,Sarfraz Ahmed,Imad Wasim,Faheem Ashraf,Shadab Khan,Hasan Ali,Usman Shinwari,1120292
Fakhar Zaman,Umar Amin,Babar Azam,Shoaib Malik,Faheem Ashraf,Mohammad Hafeez,Sarfraz Ahmed,Imad Wasim,Mohammad Amir,Shadab Khan,Hasan Ali,MD Gunathilaka,EMDY Munaweera,S Samarawickrama,ML Udawatte,MD Shanaka,PC de Silva,NLTC Perera,S Prasanna,SS Pathirana,I Udana,JRMVB Sanjaya,1120293
RG Sharma,S Dhawan,SK Raina,V Kohli,MK Pandey,MS Dhoni,HH Pandya,B Kumar,JD Unadkat,JJ Bumrah,YS Chahal,JT Smuts,RR Hendricks,JP Duminy,DA Miller,F Behardien,H Klaasen,AL Phehlukwayo,CH Morris,D Paterson,CJ Dala,T Shamsi,1122285
S Dhawan,RG Sharma,SK Raina,V Kohli,MK Pandey,MS Dhoni,HH Pandya,B Kumar,JD Unadkat,YS Chahal,SN Thakur,RR Hendricks,JT Smuts,JP Duminy,H Klaasen,DA Miller,F Behardien,AL Phehlukwayo,CH Morris,D Paterson,CJ Dala,T Shamsi,1122286
RG Sharma,S Dhawan,SK Raina,MK Pandey,HH Pandya,MS Dhoni,KD Karthik,AR Patel,B Kumar,SN Thakur,JJ Bumrah,RR Hendricks,DA Miller,JP Duminy,H Klaasen,C Jonker,CH Morris,F Behardien,AL Phehlukwayo,AM Phangiso,CJ Dala,T Shamsi,1122287
RG Sharma,KL Rahul,SS Iyer,MS Dhoni,MK Pandey,KD Karthik,HH Pandya,Kuldeep Yadav,JJ Bumrah,JD Unadkat,YS Chahal,N Dickwella,WU Tharanga,MDKJ Perera,AD Mathews,DAS Gunaratne,MD Shanaka,NLTC Perera,A Dananjaya,PVD Chameera,MVT Fernando,N Pradeep,1122729
RG Sharma,KL Rahul,MS Dhoni,HH Pandya,SS Iyer,MK Pandey,KD Karthik,Kuldeep Yadav,JJ Bumrah,JD Unadkat,YS Chahal,N Dickwella,WU Tharanga,MDKJ Perera,NLTC Perera,DAS Gunaratne,S Samarawickrama,PC de Silva,A Dananjaya,PVD Chameera,N Pradeep,AD Mathews,1122730
N Dickwella,WU Tharanga,MDKJ Perera,S Samarawickrama,DAS Gunaratne,MD Gunathilaka,NLTC Perera,MD Shanaka,A Dananjaya,PVD Chameera,N Pradeep,RG Sharma,KL Rahul,SS Iyer,MK Pandey,HH Pandya,KD Karthik,MS Dhoni,Washington Sundar,Kuldeep Yadav,JD Unadkat,Mohammed Siraj,1122731
HK Matthews,SR Taylor,DJS Dottin,Kycia A Knight,MR Aguilleira,B Cooper,Kyshona A Knight,A Mohammed,AK Peters,SC Selman,ASS Fletcher,BYA Mendis,MDN Hansika,AC Jayangani,MADD Surangika,RS Vandort,HASD Siriwardene,KADA Kanchana,GWHM Perera,SS Weerakkody,I Ranaweera,HHC Gunaratne,1122902
SFM Devine,SW Bates,KT Perkins,AE Satterthwaite,KJ Martin,ML Green,AM Peterson,SRH Curtis,TMM Newton,LM Kasperek,HR Huddleston,Nahida Khan,Sidra Ameen,Bismah Maroof,Javeria Khan,Aliya Riaz,Natalia Pervaiz,Sidra Nawaz,Aiman Anwer,Sana Mir,Nashra Sandhu,Sadia Yousuf,1122908
SFM Devine,SW Bates,ML Green,AE Satterthwaite,KJ Martin,KT Perkins,HM Rowe,AM Peterson,TMM Newton,LM Kasperek,AC Kerr,Nahida Khan,Sidra Ameen,Bismah Maroof,Javeria Khan,Aliya Riaz,Sana Mir,Sidra Nawaz,Natalia Pervaiz,Aiman Anwer,Nashra Sandhu,Sadia Yousuf,1122909
Nahida Khan,Sidra Ameen,Javeria Khan,Bismah Maroof,Iram Javed,Aliya Riaz,Natalia Pervaiz,Aiman Anwer,Sana Mir,Nashra Sandhu,Anam Amin,SFM Devine,AE Satterthwaite,ML Green,SW Bates,KJ Martin,KT Perkins,AM Peterson,AC Kerr,HM Rowe,LMM Tahuhu,HR Huddleston,1122910
L Lee,D van Niekerk,S Luus,M du Preez,N de Klerk,CL Tryon,A Khaka,M Daniels,M Kapp,S Ismail,R Ntozakhe,M Raj,S Mandhana,H Kaur,JI Rodrigues,V Krishnamurthy,AA Patil,RP Yadav,S Pandey,P Vastrakar,T Bhatia,Poonam Yadav,1123206
L Lee,D van Niekerk,S Luus,M du Preez,M Kapp,N de Klerk,CL Tryon,S Ismail,A Khaka,M Daniels,R Ntozakhe,M Raj,S Mandhana,H Kaur,RP Yadav,AA Patil,V Krishnamurthy,JI Rodrigues,S Pandey,P Vastrakar,T Bhatia,Poonam Yadav,1123207
M Raj,S Mandhana,H Kaur,JI Rodrigues,V Krishnamurthy,AA Patil,S Pandey,T Bhatia,P Vastrakar,Poonam Yadav,RS Gayakwad,L Lee,D van Niekerk,S Luus,M du Preez,CL Tryon,N de Klerk,M Kapp,S Ismail,M Klaas,M Daniels,R Ntozakhe,1123208
M Raj,S Mandhana,JI Rodrigues,H Kaur,V Krishnamurthy,RS Gayakwad,R Dhar,S Pandey,P Vastrakar,T Bhatia,Poonam Yadav,L Lee,D van Niekerk,S Luus,M du Preez,CL Tryon,N de Klerk,M Kapp,S Ismail,M Klaas,A Khaka,R Ntozakhe,1123210
SW Bates,SFM Devine,KJ Martin,AE Satterthwaite,ML Green,AC Kerr,AM Peterson,HM Rowe,LM Kasperek,HNK Jensen,LMM Tahuhu,L Lee,L Wolvaardt,T Brits,D van Niekerk,S Luus,M du Preez,S Lackay,M Kapp,S Ismail,Z Mali,R Ntozakhe,1126720
DN Wyatt,TT Beaumont,NR Sciver,KH Brunt,HC Knight,AE Jones,SJ Taylor,JL Gunn,A Shrubsole,S Ecclestone,D Hazell,L Lee,L Wolvaardt,T Brits,D van Niekerk,M du Preez,S Lackay,S Luus,S Ismail,M Kapp,M Klaas,R Ntozakhe,1126721
DN Wyatt,TT Beaumont,SJ Taylor,NR Sciver,KH Brunt,HC Knight,AE Jones,JL Gunn,A Shrubsole,S Ecclestone,D Hazell,L Lee,L Wolvaardt,S Luus,D van Niekerk,CL Tryon,M du Preez,M Kapp,S Ismail,R Ntozakhe,Z Mali,M Klaas,1126722
DN Wyatt,TT Beaumont,SJ Taylor,NR Sciver,HC Knight,KH Brunt,AE Jones,A Shrubsole,S Ecclestone,D Hazell,NE Farrant,SFM Devine,SW Bates,KJ Martin,AE Satterthwaite,ML Green,AC Kerr,B Bezuidenhout,AM Peterson,LM Kasperek,HNK Jensen,LMM Tahuhu,1126723
L Lee,L Wolvaardt,S Luus,D van Niekerk,CL Tryon,M du Preez,T Brits,M Kapp,M Klaas,R Ntozakhe,Z Mali,SW Bates,SFM Devine,KJ Martin,AE Satterthwaite,ML Green,AC Kerr,AM Peterson,KE Ebrahim,LM Kasperek,HNK Jensen,LMM Tahuhu,1126724
SFM Devine,SW Bates,KJ Martin,AE Satterthwaite,ML Green,JM Watkin,AC Kerr,HM Rowe,B Bezuidenhout,KE Ebrahim,HNK Jensen,DN Wyatt,TT Beaumont,SJ Taylor,NR Sciver,HC Knight,AE Jones,KH Brunt,A Shrubsole,S Ecclestone,KL George,D Hazell,1126725
SFM Devine,SW Bates,KJ Martin,AE Satterthwaite,ML Green,AC Kerr,JM Watkin,AM Peterson,LM Kasperek,HNK Jensen,LMM Tahuhu,DN Wyatt,TT Beaumont,SJ Taylor,NR Sciver,HC Knight,A Shrubsole,S Ecclestone,AE Jones,D Hazell,KL George,KH Brunt,1126726
Fakhar Zaman,Ahmed Shehzad,Hussain Talat,Sarfraz Ahmed,Shoaib Malik,Asif Ali,Faheem Ashraf,Shadab Khan,Mohammad Nawaz (3),Mohammad Amir,Hasan Ali,HG Munsey,KJ Coetzer,RD Berrington,CS MacLeod,DE Budge,MA Leask,MH Cross,SM Sharif,MRJ Watt,AC Evans,Hamza Tahir,1127300
Fakhar Zaman,Ahmed Shehzad,Hussain Talat,Sarfraz Ahmed,Shoaib Malik,Asif Ali,Shadab Khan,Faheem Ashraf,Mohammad Nawaz (3),Hasan Ali,Usman Shinwari,HG Munsey,KJ Coetzer,RD Berrington,CS MacLeod,DE Budge,MA Leask,MH Cross,SM Sharif,MRJ Watt,CB Sole,AC Evans,1127301
Zakir Hasan,Soumya Sarkar,Mushfiqur Rahim,Afif Hossain,Mahmudullah,Sabbir Rahman,Ariful Haque,Mohammad Saifuddin,Nazmul Islam,Mustafizur Rahman,Rubel Hossain,BKG Mendis,MD Gunathilaka,WU Tharanga,MD Shanaka,N Dickwella,NLTC Perera,LD Chandimal,BMAJ Mendis,A Dananjaya,DSK Madushanka,I Udana,1130746
MD Gunathilaka,BKG Mendis,NLTC Perera,WU Tharanga,MD Shanaka,LD Chandimal,BMAJ Mendis,MA Aponso,A Dananjaya,DSK Madushanka,I Udana,Tamim Iqbal,Soumya Sarkar,Mushfiqur Rahim,Mohammad Mithun,Mahmudullah,Ariful Haque,Mohammad Saifuddin,Mahedi Hasan,Mustafizur Rahman,Abu Jayed,Nazmul Islam,1130747
M Raj,S Mandhana,H Kaur,JI Rodrigues,V Krishnamurthy,AA Patil,S Pandey,R Dhar,T Bhatia,J Goswami,Poonam Yadav,BL Mooney,AJ Healy,A Gardner,EJ Villani,MM Lanning,RL Haynes,EA Perry,S Molineux,DM Kimmince,JL Jonassen,ML Schutt,1131235
AJ Healy,BL Mooney,A Gardner,EJ Villani,RL Haynes,EA Perry,S Molineux,DM Kimmince,NJ Carey,JL Jonassen,ML Schutt,DN Wyatt,BF Smith,TT Beaumont,NR Sciver,AN Davidson-Richards,FC Wilson,JL Gunn,D Hazell,S Ecclestone,KL George,HC Knight,1131236
M Raj,S Mandhana,H Kaur,V Krishnamurthy,P Vastrakar,AA Patil,DB Sharma,T Bhatia,JI Rodrigues,J Goswami,Poonam Yadav,DN Wyatt,BF Smith,TT Beaumont,NR Sciver,HC Knight,AN Davidson-Richards,AE Jones,JL Gunn,NE Farrant,S Ecclestone,KL George,1131237
BL Mooney,AJ Healy,A Gardner,EJ Villani,MM Lanning,EA Perry,RL Haynes,DM Kimmince,JL Jonassen,ML Schutt,A Wellington,JI Rodrigues,S Mandhana,M Raj,DB Sharma,H Kaur,AA Patil,P Vastrakar,T Bhatia,RP Yadav,J Goswami,Poonam Yadav,1131238
DN Wyatt,AE Jones,TT Beaumont,NR Sciver,HC Knight,FC Wilson,AN Davidson-Richards,JL Gunn,D Hazell,S Ecclestone,NE Farrant,AJ Healy,EA Perry,EJ Villani,MM Lanning,A Gardner,RL Haynes,S Molineux,DM Kimmince,JL Jonassen,ML Schutt,A Wellington,1131239
DN Wyatt,AE Jones,TT Beaumont,NR Sciver,HC Knight,FC Wilson,AN Davidson-Richards,KL George,D Hazell,NE Farrant,A Hartley,M Raj,S Mandhana,JI Rodrigues,H Kaur,DB Sharma,AA Patil,P Vastrakar,T Bhatia,RP Yadav,J Goswami,Poonam Yadav,1131240
AJ Healy,BL Mooney,A Gardner,MM Lanning,EJ Villani,RL Haynes,EA Perry,DM Kimmince,JL Jonassen,A Wellington,ML Schutt,DN Wyatt,BF Smith,TT Beaumont,NR Sciver,AE Jones,FC Wilson,AN Davidson-Richards,JL Gunn,S Ecclestone,D Hazell,NE Farrant,1131241
RG Sharma,S Dhawan,SK Raina,MK Pandey,RR Pant,KD Karthik,Washington Sundar,V Shankar,SN Thakur,JD Unadkat,YS Chahal,MD Gunathilaka,BKG Mendis,MDKJ Perera,LD Chandimal,WU Tharanga,MD Shanaka,NLTC Perera,BMAJ Mendis,A Dananjaya,PVD Chameera,N Pradeep,1133817
Tamim Iqbal,Soumya Sarkar,Liton Das,Mushfiqur Rahim,Mahmudullah,Sabbir Rahman,Mehedi Hasan Miraz,Taskin Ahmed,Rubel Hossain,Mustafizur Rahman,Nazmul Islam,RG Sharma,S Dhawan,RR Pant,SK Raina,MK Pandey,KD Karthik,V Shankar,Washington Sundar,SN Thakur,JD Unadkat,YS Chahal,1133818
MD Gunathilaka,BKG Mendis,MDKJ Perera,MD Shanaka,LD Chandimal,WU Tharanga,NLTC Perera,BMAJ Mendis,A Dananjaya,PVD Chameera,N Pradeep,Tamim Iqbal,Liton Das,Soumya Sarkar,Mushfiqur Rahim,Mahmudullah,Sabbir Rahman,Mehedi Hasan Miraz,Taskin Ahmed,Rubel Hossain,Mustafizur Rahman,Nazmul Islam,1133819
MD Gunathilaka,BKG Mendis,MDKJ Perera,WU Tharanga,NLTC Perera,BMAJ Mendis,MD Shanaka,A Dananjaya,RAS Lakmal,PVD Chameera,N Pradeep,RG Sharma,S Dhawan,KL Rahul,SK Raina,MK Pandey,KD Karthik,V Shankar,Washington Sundar,SN Thakur,JD Unadkat,YS Chahal,1133820
RG Sharma,S Dhawan,SK Raina,KD Karthik,KL Rahul,MK Pandey,V Shankar,Washington Sundar,SN Thakur,YS Chahal,Mohammed Siraj,Tamim Iqbal,Liton Das,Soumya Sarkar,Mushfiqur Rahim,Mahmudullah,Sabbir Rahman,Mehedi Hasan Miraz,Abu Hider,Rubel Hossain,Mustafizur Rahman,Nazmul Islam,1133821
MD Gunathilaka,BKG Mendis,MDKJ Perera,WU Tharanga,MD Shanaka,BMAJ Mendis,NLTC Perera,I Udana,A Dananjaya,MA Aponso,N Pradeep,Tamim Iqbal,Liton Das,Sabbir Rahman,Mushfiqur Rahim,Soumya Sarkar,Mahmudullah,Shakib Al Hasan,Mehedi Hasan Miraz,Mustafizur Rahman,Rubel Hossain,Nazmul Islam,1133822
Tamim Iqbal,Liton Das,Sabbir Rahman,Soumya Sarkar,Mushfiqur Rahim,Mahmudullah,Shakib Al Hasan,Mehedi Hasan Miraz,Rubel Hossain,Mustafizur Rahman,Nazmul Islam,S Dhawan,RG Sharma,SK Raina,KL Rahul,MK Pandey,V Shankar,KD Karthik,Washington Sundar,SN Thakur,YS Chahal,JD Unadkat,1133823
H Masakadza,SF Mire,BRM Taylor,Sikandar Raza,RP Burl,PJ Moor,AG Cremer,MN Waller,KM Jarvis,TL Chatara,B Muzarabani,Mohammad Shahzad,Karim Sadiq,Asghar Stanikzai,Mohammad Nabi,Sharafuddin Ashraf,Najibullah Zadran,Shafiqullah,Aftab Alam,Mujeeb Ur Rahman,Rashid Khan,Gulbadin Naib,1134031
Mohammad Shahzad,Karim Sadiq,Asghar Stanikzai,Mohammad Nabi,Najibullah Zadran,Shafiqullah,Sharafuddin Ashraf,Gulbadin Naib,Rashid Khan,Aftab Alam,Mujeeb Ur Rahman,SF Mire,H Masakadza,BRM Taylor,Sikandar Raza,RP Burl,MN Waller,PJ Moor,KM Jarvis,B Muzarabani,TL Chatara,AG Cremer,1134032
SW Bates,SFM Devine,KJ Martin,AE Satterthwaite,ML Green,AM Peterson,NC Dodd,HM Rowe,LM Kasperek,HNK Jensen,LMM Tahuhu,HK Matthews,MR Aguilleira,SR Taylor,DJS Dottin,R Boyce,Kyshona A Knight,Kycia A Knight,AK Peters,ASS Fletcher,A Mohammed,SS Connell,1138194
SFM Devine,SW Bates,KJ Martin,AE Satterthwaite,ML Green,AM Peterson,LM Kasperek,HNK Jensen,AC Kerr,LMM Tahuhu,KA Heffernan,HK Matthews,MR Aguilleira,SR Taylor,DJS Dottin,R Boyce,Kyshona A Knight,B Cooper,ASS Fletcher,AK Peters,A Mohammed,SS Connell,1138195
SFM Devine,SW Bates,KJ Martin,ML Green,AE Satterthwaite,AM Peterson,NC Dodd,LM Kasperek,AC Kerr,LMM Tahuhu,KA Heffernan,HK Matthews,SR Taylor,CN Nation,DJS Dottin,MR Aguilleira,Kycia A Knight,B Cooper,AK Peters,TD Smartt,ASS Fletcher,SS Connell,1138196
HK Matthews,SR Taylor,CN Nation,DJS Dottin,MR Aguilleira,Kyshona A Knight,Kycia A Knight,R Boyce,TD Smartt,AK Peters,SS Connell,NC Dodd,SFM Devine,ML Green,KJ Martin,AE Satterthwaite,SW Bates,LM Kasperek,AM Peterson,AC Kerr,LMM Tahuhu,HM Rowe,1138198
MAA Sanjeewani,AC Jayangani,GWHM Perera,HIS Mendis,RS Vandort,HASD Siriwardene,NND de Silva,KADA Kanchana,BMSM Kumari,OU Ranasinghe,KDU Prabodhani,Nahida Khan,Natalia Pervaiz,Bismah Maroof,Javeria Khan,Nida Dar,Kainat Imtiaz,Sana Mir,Fareeha Mehmood,Diana Baig,Nashra Sandhu,Ghulam Fatima,1138202
Nahida Khan,Sidra Ameen,Bismah Maroof,Javeria Khan,Nida Dar,Kainat Imtiaz,Sana Mir,Fareeha Mehmood,Diana Baig,Nashra Sandhu,Ghulam Fatima,MAA Sanjeewani,AC Jayangani,HIS Mendis,RS Vandort,HASD Siriwardene,NND de Silva,KADA Kanchana,KDU Prabodhani,BMSM Kumari,OU Ranasinghe,GWHM Perera,1138203
Fakhar Zaman,Babar Azam,Hussain Talat,Sarfraz Ahmed,Shoaib Malik,Asif Ali,Faheem Ashraf,Mohammad Nawaz (3),Shadab Khan,Mohammad Amir,Hasan Ali,CAK Walton,ADS Fletcher,MN Samuels,JN Mohammed,D Ramdin,R Powell,KMA Paul,RR Emrit,KOK Williams,S Badree,V Permaul,1140069
Fakhar Zaman,Babar Azam,Hussain Talat,Asif Ali,Shoaib Malik,Sarfraz Ahmed,Faheem Ashraf,Mohammad Nawaz (3),Shadab Khan,Mohammad Amir,Hasan Ali,CAK Walton,ADS Fletcher,MN Samuels,JN Mohammed,D Ramdin,R Powell,KMA Paul,RR Emrit,KOK Williams,OF Smith,S Badree,1140070
CAK Walton,ADS Fletcher,MN Samuels,AM McCarthy,R Powell,JN Mohammed,D Ramdin,KMA Paul,RR Emrit,S Badree,OF Smith,Fakhar Zaman,Babar Azam,Hussain Talat,Asif Ali,Shoaib Malik,Sarfraz Ahmed,Faheem Ashraf,Mohammad Nawaz (3),Shadab Khan,Shaheen Shah Afridi,Usman Shinwari,1140071
JJ Roy,JC Buttler,AD Hales,EJG Morgan,BA Stokes,MM Ali,JL Denly,AU Rashid,LE Plunkett,CJ Jordan,TK Curran,N Dickwella,BKG Mendis,LD Chandimal,DM de Silva,PHKD Mendis,NLTC Perera,MD Shanaka,I Udana,MA Aponso,SL Malinga,PADLR Sandakan,1140384
RG Sharma,S Dhawan,SK Raina,MS Dhoni,HH Pandya,V Kohli,MK Pandey,B Kumar,Kuldeep Yadav,JJ Bumrah,YS Chahal,PR Stirling,JNK Shannon,A Balbirnie,Simi Singh,GC Wilson,KJ O'Brien,SR Thompson,SW Poynter,GH Dockrell,WB Rankin,PKD Chase,1140992
KL Rahul,V Kohli,SK Raina,RG Sharma,MK Pandey,HH Pandya,KD Karthik,Kuldeep Yadav,S Kaul,UT Yadav,YS Chahal,PR Stirling,JNK Shannon,WTS Porterfield,A Balbirnie,GC Wilson,KJ O'Brien,Simi Singh,SR Thompson,GH Dockrell,WB Rankin,PKD Chase,1140993
CH Gayle,E Lewis,ADS Fletcher,MN Samuels,D Ramdin,AD Russell,CR Brathwaite,KMA Paul,AR Nurse,S Badree,KOK Williams,Tamim Iqbal,L Ronchi,SW Billings,KD Karthik,Shoaib Malik,NLTC Perera,Shahid Afridi,Rashid Khan,MJ McClenaghan,S Lamichhane,TS Mills,1141232
TP Visee,MP O'Dowd,BN Cooper,Saqib Zulfiqar,BFW de Leede,PM Seelaar,Sikander Zulfiqar,SA Edwards,S Snater,FJ Klaassen,PA van Meekeren,SR Thompson,PR Stirling,WTS Porterfield,GC Wilson,KJ O'Brien,JNK Shannon,SW Poynter,Simi Singh,GH Dockrell,BJ McCarthy,CA Young,1142501
PR Stirling,JNK Shannon,WTS Porterfield,Simi Singh,GC Wilson,KJ O'Brien,SR Thompson,SW Poynter,GH Dockrell,BJ McCarthy,WB Rankin,TP Visee,MP O'Dowd,BN Cooper,BFW de Leede,RE van der Merwe,PM Seelaar,Sikander Zulfiqar,SA Edwards,FJ Klaassen,PA van Meekeren,S Snater,1142502
PR Stirling,JNK Shannon,A Balbirnie,Simi Singh,GC Wilson,KJ O'Brien,SR Thompson,SW Poynter,GH Dockrell,BJ McCarthy,PKD Chase,HG Munsey,KJ Coetzer,RD Berrington,CS MacLeod,DE Budge,MA Leask,MH Cross,MRJ Watt,CB Sole,AC Evans,SG Whittingham,1142503
